날짜,제목
21.01.13,오늘 저녁10시에 구제받은 명단 발표함 선착순4명더간다
21.01.13,[필독] 지금 절대로 진입하면 안되는 이유 알려준다
21.01.13,나 노가다 아잰데. 여기 대학물 먹은 돔들 많제?
21.01.13,천조국 버거 형님의 위엄.news
21.01.13,피자 랜덤 7명
21.01.13,학식고래형이다. 내가 40억 풀매수한이유.
21.01.13,코인판 뜹니다 10만원씩
21.01.13,이더 달달하게먹었다 구제간다 5명 각1만
21.01.13,나는 진짜다 100만원 10명
21.01.13,와이프한테 말안하고 퇴직금이랑 적금깬거 풀로 때려넣었다...
21.01.13,ㅋㅋ철맨님 10억시드 다시인증해드림ㅋㅋ
21.01.13,나는 알고있다 오늘 차트를 코인4년차 인증
21.01.13,코린이) 4일차 추가 매수 완료
21.01.13,코린이) 4일차에 대출 3000땡기고 들어간다
21.01.13,오늘 부모님이랑 대판 싸우고왔다..TEXT
21.01.13,비트코인때문에 마누라 싸대기 갈겼다
21.01.13,형이 계속 경고했다ㅋㅋ 감당 가능하면 지금이라도 손털어라고ㅋㅋ
21.01.13,결혼 자금 날렸다 어쩌냐
21.01.13,10분에게 코인장 떠나기전 2만원씩 드리고 가려합니다.
21.01.13,10명 5장 구제해준다 선착순
21.01.13,털리는색히들만 봐라 ㅋㅋㅋ
21.01.13,"펀드매니저 rawbat, “비트코인, 1억 돌파 5가지 이유”"
21.01.13,청산당했다 떠난다
21.01.12,코인질 4년차인데 벌만큼 벌고 이제 그만 이판 떠난다
21.01.12,나 금요일에 업비트 지웠거든?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
21.01.12,ㅋㅋㅋ이쉑 물려있네
21.01.12,긴말 안한다
21.01.12,와 니네 기관한테 다 털린거임 충격이다 씨발
21.01.12,로또터졌노ㅋㅋ 10명 10만구제함ㄱㄱㄱ
21.01.12,50배숏으로 4억땃따
21.01.12,추천하고 30명 5천원 보낸다 9시마감 내가 진짜다
21.01.12,10명 50만원씩 뿌린다 념글보내놔
21.01.12,클났다... 울누나 진심 화난듯
21.01.12,코인판 뜬다 마지막으로 선착순 10명
21.01.12,선착순 10명 10만원씩
21.01.12,20명 100.000원씩 구제한다
21.01.12,5명 100만원씩 구제해준다
21.01.12,코인 -3600만인데어카냐..
21.01.12,잃은 사람 많아보이네.. 딱 3명 200씩 구제 간다
21.01.12,대장님 힘드시죠?
21.01.12,소름 돋게 똑같은 그 차트 ㄷㄷㄷ.jpg
21.01.12,현 비트코인 차트분석...어제 내 관점이 틀린거 같네
21.01.12,쳐 물린 놈들 봐라 지금 정확한 차트 분석 마쳤다
21.01.12,와 100만원 입금 이분 누구야..?손떨린다..
21.01.12,병신들아 지금 쳐놀지 말고 추매해야된다 차트떴다 ㄷㄷㄷ
21.01.12,피식했으면 추천해라ㅋㅋㅋㅋㅋㅋㅋㅋ
21.01.12,슨트 엠창찍었다 빨리타라
21.01.12,물리는 패턴.txt
21.01.12,1억 물리고 개빡쳐서 폰 모니터에 던졌다
21.01.12,2017년 비트코인 광기시절.jpg
21.01.12,울화통 나서 머장가격보고 김치던졌다 ㄹㅇ
21.01.12,빗갤러들을 위한 현 시점에서 가장 현명하게 대처하는 방법
21.01.12,비트코인 한눈에 요약한 짤.gif
21.01.12,코린이들을 위한 빝갤용어
21.01.12,은빈아 사람너무 믿지마라
21.01.12,지금 상황 설명해준다
21.01.12,차트 정확히 읽어준다 100%다 이건
21.01.12,하.......죽고싶다 3억 손실
21.01.12,50배숏으로 4억땃따
21.01.12,내가 살면서 가장 후회스러웠던 것
21.01.12,코인판 떠난다 수익 인증
21.01.12,비코 10433개(인증)
21.01.12,나름의 예측 정리글
21.01.12,1월 9일 개념글과 댓글 반응....jpg
21.01.12,씨ㅡ발 내가보기엔 지금이 내인생 최대기회인거같아서
21.01.12,오늘 시장 상황....jpg
21.01.12,비트코인 4천대에 들어간건 좆병신이 팩트인데 왜 놀리니까 화냄??
21.01.12,결국 손절했다.. 한번씩들 읽어주라
21.01.12,갤 요약
21.01.12,속보)비트코인Bull 시세=비트코인 시세 되기 직전ㅋㅋㅋㅋㅋ
21.01.12,코인판을 떠나며 내가 생각한 코인이 어려운 이유
21.01.11,씨발새끼들아 비코 1억까지간다매
21.01.11,내일 아침..... 한강 물고기들 상황.......JPG
21.01.11,3.8억박고 어플삭제했다
21.01.11,ㅈ댓다 형들 난이미 글렀어 ㅅㅂ ㅠㅠ
21.01.11,지금 코인 파는 새끼들이 씹흑우인 이유.txt
21.01.11,사과문
21.01.11,3년전 가장 친한 친구가 비트코인때매 자살했다.
21.01.11,하루종일 코인 하는 애들은 침팬지임
21.01.11,[필독] 형이 딱 말해줄게 등신들아 33.5k 깨진순간 추세전환된거야
21.01.11,방금 반등 그래프 확인완료.
21.01.11,시바 ㅈ같아서 다뜯는중이다 !!!폭주한다
21.01.11,근데 자꾸 갤에 주식자랑 존나하는새끼들있는데
21.01.11,지금 비트코인 팔아야 되는 이유
21.01.11,10시 30분까지 단타
21.01.11,내 말믿고 따라줘서 고맙다
21.01.11,빗갤에 솔직히 지금 코인들고있는새기 단한명도없어 ㅋ
21.01.11,야 이거 진짜 머냐(농담아님)
21.01.11,씨이발 더 이상은 못 살겠다 진짜
21.01.11,념글 도네새끼 말 믿고 매수하면 좆되는 이유
21.01.11,비트코인 존버하다가 익절했다.. 선착순 15명 치킨뿌림
21.01.11,개추박고 댓글단놈 2명 구제 간다
21.01.11,세상 이쁜 유리 보고가요
21.01.11,10만원씩 열명한테 쏜다
21.01.11,얘들아 지금은 2017년말이 아니고 2017년 중순이야 보여줄게
21.01.11,세상에서 제일 이쁜 쪼율이 보고 가세요♡
21.01.11,코인판 어수선한데 나눔 간다 계좌ㄱㄱ
21.01.11,[던질필요없고 차근히 모을것]
21.01.11,적은돈으로 이까지 불렸다 20명 3만 인증 계좌 가즈아 ㄱ ㄱ
21.01.11,? 뭐노 이래서 데드캣이었음?
21.01.11,ㅋㅋㅋ 한명일단 박제
21.01.11,감이안오지?? 2018년에도 이랬어
21.01.11,오늘저녁밥이다...
21.01.11,집가는중인데 일단 간략하게 얘기할게
21.01.11,이루다 vs 심심이
21.01.11,집도착해서 몇자 끄적일게 1시간만 기다랴
21.01.11,[속보] 랩퍼 송민호 비트코인 투자자들에게 일침함
21.01.11,나 지금 상황 꿈인걸로 결정했음..!
21.01.11,떨어진 이유 찐 반등 분석 해드림
21.01.11,비트가 회복할 수밖에 없는 이유.jpg
21.01.11,공포에 매수했는데 어떰?
21.01.11,하이먼 민스키 이론으로 본 비트코인 현 위치.jpg
21.01.11,지금 4000찍었다고 좋아할때가 아닌이유..jpg
21.01.11,비코갤러....몇일후........gif
21.01.11,현재 코인갤 상황.jpg
21.01.11,빚내서 투자했는데 이정도면 망한거냐??
21.01.11,750잃은거인증.. 나보고힘내라
21.01.11,긴말 안한다. 5만씩 10명 준다.
21.01.11,니들은 시발 코인하지마라 ㅋㅋㅋㅋ
21.01.11,비트코인 현재 상황..........jpg
21.01.11,2일전 이 글 올렸을때 반응....jpg
21.01.11,반익절 후 50% 시드 홀딩
21.01.11,리딩방 들어가본 후기
21.01.11,와.. 들어가자마자 400잃었네
21.01.11,코인시작한지 1달도 안된는데 돈이줄줄센다
21.01.11,코인 5년차가 딱 정리해서 말해준다
21.01.11,응 아무리 떨궈봐야 -90퍼에서 -92퍼야 ㅋㅋ
21.01.11,니들 이거좀 봐라 이거 설명좀 해봐
21.01.11,2021년 1호냐 씨..발?ㅋㅋㅋ
21.01.11,오후장
21.01.11,실시간)) 나는 한강왔다 다들 행복하게 살아라
21.01.11,코인판 10년차다. 현재상황 말해준다.
21.01.11,주작이라길래 한장 더 찍어왔다
21.01.11,4000 꼴은거 인증 자살하러간다
21.01.11,묻혀서 다시 쓴다 18년도랑 현재 일봉차트 분석이다
21.01.11,날 믿어준 친구들 고맙다
21.01.11,깨달아 버렸다. 지금 비트코인 안 사는 새끼는 병신임.jpg
21.01.11,개념글 올랐던 형이야<제발필독>
21.01.11,머장 오늘 아니면 다시는 3천대 못본다 .TXT
21.01.11,22살 백수가 돈자랑 해본다 알바경험 없음 취업안해봄
21.01.11,인증 유) 졸업은 아니지만 코인판 떠난다. 선착순 5명 치킨 ㄱ
21.01.11,하이먼민스키 또 1승적립......jpg
21.01.11,주식과 코인 사이에서 고민하시는 여러분께 드리는 글.
21.01.11,비트코인 탈출시기가 맞는이유....jpg
21.01.11,씨발 자살마렵다 개추라도 좀받자
21.01.11,방금 손절하고 총 수익 480만으로 코인판 떠납니다.(만원씩만10분드림)
21.01.11,오늘 코인판 한짤요약....jpg
21.01.11,긴말 안한다 계좌 20명 간다
21.01.11,떡락장에도 이 두코인은 평단 때문인지 마음이 편하노
21.01.11,오늘 새벽반 병신 구분해줌
21.01.11,대장 42층 복귀하니까 팔아라충 쏙들어간거 역겹노
21.01.11,이런 하락장에도 내가 흔들리지않는이유
21.01.11,[제발 빼라] 마지막글 호소
21.01.11,손절도 실력이다
21.01.11,머장은 지금 가격떨어진게 문제가 아님
21.01.11,이게 불과 3달전이야 내가 니들 보여주려고 예전에 쓴글가서 찾아왔어
21.01.11,얘들아 지금 코인 다팔아야해
21.01.11,등신들.. 어휴.. 니네들은 걍 꼴아라 자러감 ㅅㄱ
21.01.11,애들아 비트코인 지금이라도 빼야하는 이유 ㅇㄱㄹㅇ
21.01.11,제발 얘들아 뒤지기 싫으면 걍 빼라고
21.01.11,내가 말했잖아 지지선 지금 자살이라고
21.01.11,다음주나 다다음주부터 대호황 시즌이다. 팩트
21.01.11,리플처물린 장애자 새키들 집중해라
21.01.11,약간의 익절하고 떠납니다.. 소소한 나눔 할게요
21.01.11,팔지 않으면 손해가 아니다
21.01.11,3년 존버 인증..ㅠㅠ
21.01.10,떡락 시그널 보냈던 글쓴이다. 빨리 빼라 급하다.
21.01.10,15일까지 떨어진다는데?
21.01.10,수익률 현재상황
21.01.10,개노답 삼형제
21.01.10,솔직히 비트코인 도박판 맞잖아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
21.01.10,여친한테 반성문 쓰고 용서받았다
21.01.10,ㅋㅋㅋ실시간 빗갤ㅂㅅ들 반응 ㅋㅋㅋㅋㅋ
21.01.10,(개념) 오늘부로 코인 접어야하는 이유
21.01.10,비트코인 현재 차트분석. 조정 거의 끝남.jpg
21.01.10,코인 5년차가 회상하는 17년 상기의 난.jpg
21.01.10,[신도시맘] 비트코인 알뜰정보 확인하고가세요!
21.01.10,나 회복되고있는거 맞냐?
21.01.10,지난주 글 긁어와봄 ㅋㅋㅋㅋ
21.01.10,욕심만 안부리면 돈 번다 구걸하지마라
21.01.10,펀디 평단인증ㅋㅋ
21.01.10,오늘부로 코인 접습니다.
21.01.10,스텔라에 물리니까 씨발 애새끼 키우는 느낌
21.01.10,코인은 전세계에서 자금이 유입된다 지금이 최저점인 이유.txt
21.01.10,오늘 사다리 3명만 만원씩 개추+닉다셈 ㅇㅇ
21.01.10,형들 내 시드 귀여움 ㅁㅌㅊ?
21.01.10,학식고래형이다. 내가 연료쓴다는 말이많은데
21.01.10,로또 4등 당첨이다. 계좌불러라 선착순 5명
21.01.10,이거 여기에 올리면 되냐? 계좌 찍어라
21.01.10,리플 3500 물렸다..
21.01.10,인생뭐있냐 < 이놈한테 자문구하는새끼 돌대가리인 이유
21.01.10,비캐 내가 그제부터 꾸준히 말했는데
21.01.10,이더 작년부터 사서 레버포함 10배먹었다ㅋㅋㅋㅋ(나눔)
21.01.10,코인 1달하고 접습니다..... 성투하세요..
21.01.10,시드 잃는 친구들을 위한 글
21.01.10,■■학식고래형이다 비캐 80못가면 1억뿌린다■■
21.01.10,코인으로 수익내는것보다 진짜 중요한거
21.01.10,머장 부머장만 하라는 선배들 말이 맞다
21.01.10,2년반 존버 결과물
21.01.10,(개뻘글) 선물거래 초심자는 내 병신짓을보고 배우는것이 있길
21.01.10,안녕 이제 난 코인바닥 떠날게
21.01.09,난 이거 구조대올때까진 코인 다시는 안한다
21.01.09,이더리움 전망 그려봄
21.01.09,(10명 10만원) 이벤트 한번 갈게 애들아
21.01.09,코린이들을 위한 코인용어 정리.txt
21.01.09,유료 리딩방 갔다온 후기. txt
21.01.09,새해 선물 쥰내 다네
21.01.09,형이다 구제간다 개추달아라
21.01.09,펀디 떡락.. 단톡방 아재풀발했다
21.01.09,펀디 공장떴다...
21.01.09,세.력들이 쓰는 봇 내부 동작조건 공유함
21.01.09,펀디 65원에 30만원 물린 병신 근황.jpg
21.01.09,코린이들 빗갤 사용법(반대매매법) 요약정리해준다
21.01.09,몇 달 간 많이도 먹었다. 이제 떠난다.(개념가면 댓글 전부 치킨쏨)
21.01.09,[스압]초보 마진충에게 초보 마진충이 바치는 글
21.01.09,비트토렌트 물린 병신들아 이거 호재다.jpg
21.01.09,스텔라 물린 새끼들아 존버해라..
21.01.09,떠나기전 10분 한장씩만 드리고 갈게요!
21.01.09,오 뭐야 비트코인
21.01.09,비트코인때문에 집에서 쫓겨나고 가족들이랑 의절했다
21.01.09,나만큼 강심장 아니면 추천 박아라
21.01.09,펀디 5분 그래프 심상치 않다...!.!!.JPG
21.01.09,애잔) 지금 가장 불쌍한새끼.jpg
21.01.09,좁쌀 9층 사람 살아욧!!!!!!!
21.01.09,빗코 1일차 뉴비... 공.부한거 평가좀.sex
21.01.09,코린이 정신 나갈거같다.jpg
21.01.09,성지예약) 2018년 대폭락 생각나는 장입니다 꼭보시고 탈출하세요
21.01.09,여기서 xx 코인사라는 새끼 특징 ㅋㅋㅋ
21.01.09,(3천먹은거 인증 o) 상승장일때 용기있게 말해본다.
21.01.09,리플 물려서 3년째 고통 받고 있는데 제일 좆같은 말
21.01.09,ㅈ댓다 비트코인 얼른손절해라 피셜떴다
21.01.09,딥러닝 ai가 말해준다
21.01.09,오늘 120먹음 만원씩만 3명 줄게
21.01.09,리플이 못오르는 이유
21.01.08,공시생 이틀만에 1억 더 벌어버림 존나 얼떨떨하다 ㅋㅋㅋㅋ
21.01.08,오늘처음한 코린이 새럼샀는데 이거 실화냐
21.01.08,코인판이랑 빗갤 떠난다... 잘있어라
21.01.08,세럼형 진짜 한번만 살려줘
21.01.08,야이 멍청이들아 형이 세개 픽 안해줬누
21.01.08,[소자본 이지만 익절해서] 선착순 5명 햄버거 단품 값
21.01.08,카페에서 코인하면 멋있어 보이려나??
21.01.08,안정적으로 시드 불리고 싶으면 참고해
21.01.08,스텔라 1시간봉 차트분석해왔다 개추박아라
21.01.08,ㅋㅋㅋ 코인쟁이들 귀엽노 수익률 7400퍼 인증한다
21.01.08,꺼---억 배부르노 5명 6만 계좌찍어라
21.01.08,수익 봤다... 5명 구제간다 선착순 아님
21.01.08,든든하게 먹고 떠납니다 마지막 5분 추첨!
21.01.08,1주일간 운이 따라줬네요.. 작게나마 나누고 갑니다
21.01.08,코인 10일차 266만원 수익내고 빠집니다. (1만원씩 6분 드림)
21.01.08,27억 수익인증 짧게 말함 계좌 20명 간다
21.01.08,아니 지금 다 이해를 못하고있는거같은데
21.01.08,[장문]코린이들을 위한 존버가 좋은이유. 꼭 듣고가.
21.01.08,난 코인판 떠난다 ㅋㅋㅋㅋㅅㅂ
21.01.08,비트코인에 인생 걸었다...
21.01.08,밥은먹고하냐? 점심값 5장 5명보내준다
21.01.08,스텔라 400층이상 개념좀 박아봐봐
21.01.08,긴말 안한다 20명 계좌 적어라
21.01.08,슨트 물린 새끼 개추 ㅋㅋㅋㅋㅋㅋㅋㅋ
21.01.08,스텔라 430층 형인데 니들같으면 버릴수있겠냐?
21.01.08,졸업인증) 감사에 의미로 5분만 도와드리고 갈게요
21.01.08,코린이를 위한 코인용어 해설
21.01.08,비트코인 4000이나되서 업비트다시깔아봤는데..ㅠㅠ
21.01.08,수익률 462% 시벌ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 계좌불러랔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
21.01.08,학식고래 분석결과
21.01.08,학식이형 = 175.214
21.01.08,학식고래를 까면 쉴드쳐주는 아이피가 있길래 찾아보았다
21.01.08,개념보내라 1명 구제간다
21.01.08,2억인증 10명 국밥값 보내요^^
21.01.08,40분전까지 랜덤5명 구제간다
21.01.08,근데 학식고래 행님 의심스럽네
21.01.08,너네 진짜 안쓰러워서 형이 리플 언제 손절 쳐야하는지 정리해줄게
21.01.08,2018년 업비트 2000만원출 400억환전 내역 인증.jpg
21.01.08,개추박아라 5명 구제들어간다
21.01.08,새벽추가4명 계좌박어
21.01.08,비트 차트 볼필요가없노 ㅋㅋㅋㅋㅋ
21.01.08,인생에 큰 선택이 이번인거같다. 전 재산 때려박았다
21.01.08,념글 보내라
21.01.08,비트코인 매수 시점 잡아준다 들어와라
21.01.08,수익률 1000% 떳다 ㅋㅋㅋㅋㅋ 개추눌러라
21.01.08,"(약긴글,푸념)개 흑우 코린이 코인4일차 -200쳐먹고 접는다.."
21.01.08,코린이 60만원 넣고 54% 먹었다 ㅋㅋㅋㅋㅋㅋ
21.01.07,3비트 벌었으니깐 20만원씩 쏜다 비코 계좌불러라
21.01.07,계좌 박아라
21.01.07,이새끼들이 안 믿네? [선착순 3명]
21.01.07,이제 장난 안친다 선착순 30명 계좌간다
21.01.07,계좌 적어 선착순 5명
21.01.07,투자했는데 나만 물리는 EU.fact*중요*
21.01.07,개처럼 짖어라 선착순 30명 계좌 간다
21.01.07,알트코인 폭등장이라길래 3년만에 업비트 켰다
21.01.07,"""침팬지가 돈을 번다"""
21.01.07,진짜 간단한 fact.
21.01.07,긴말 필요하냐 계좌 20명 2만원
21.01.07,슨트 780 사람있어요!!!!!!!!!!!
21.01.07,코린이들위해 념글요청) 코인정보방 가면안되는 이유
21.01.07,노무현 인증) 5명 추가 빨리
21.01.07,10분 다도와드렷고 추가 3분 선착순으로 더 도아드릴게요
21.01.07,비트코인 4000돌파했길래3년만에 계좌열어봤다이거
21.01.07,비트코인 8만원 시작으로 수익 인증한다;
21.01.07,ㅋㅋㅋ 인증)인기글 노무현님 진짜보내주심 치킨잘먹을께
21.01.07,인증)나는진짜보냈다 인기글보내라 5명치킨값이라도 드림
21.01.07,인증)나는진짜보냈음 5명더보내드림
21.01.07,빗갤님들 10만원씩 5분드릴게요!
21.01.07,[자료] 거지들의 계좌 목록입니다
21.01.07,코인판 뜬다 미련없음 계좌 10명간다
21.01.07,5명50보내줬다. 이번엔 3명100쏜다 ㄱ
21.01.07,ㅋㅋ기분좋다 구제한다 선착순 12명
21.01.07,긴말안함 선착순10명 구제
21.01.07,시발 코인판 졸업이다 개추+계좌 박아라
21.01.07,념글 올려놔라 선착 4명 10만씩
21.01.07,선착순 5명 10만씩드림
21.01.07,오늘 기분ㅈㄴ좋네ㅋㅋ 선착5명
21.01.07,ㅂㅅ련들아 인기글보내야 돈주지 선착순 5명
21.01.07,긴말 안함. 오늘수익 1800. 계좌적고 가라.
21.01.07,코인실력들 형편없구나 다들?
21.01.07,내가봤을때 판단10가지. fact
21.01.07,ㅋㅋ 스텔라 니들은 저게 구조대로 보이냐?
21.01.07,"""진짜 광기"""
21.01.07,조용히 네오로 꿀빨았다 5명 계좌 박아라
21.01.07,리플로 40프로먹음 ㅋㅋㅋㅋ 진짜 개꿀이네
21.01.07,꼰대 마냥 신규 진입하는 애들이 꼭 읽었으면 함
21.01.07,속보)방금 스텔라 호재 뉴스 떴다.news
21.01.07,긴말ㄴ 랜덤5명
21.01.07,좆됐다 스텔라 우크라이나 결렬됨.news
21.01.07,너넨 정부보다 코인질을못하니?
21.01.07,코린이들을 위한 각 코인매수타이밍
21.01.07,스텔라 진짜 감사합니다 5만씩 뿌릴게요^^
21.01.07,돈딴기념 구제 딱 10명만해준다
21.01.07,스텔라 도망가라
21.01.07,22년 부터 세금 20% 때린다는데 이게 적절한 수치임?
21.01.07,ㅋㅋ 수고해라 형 졸업한다
21.01.07,현금 관망하는 새끼들 개추ㅋㅋㅋㅋ
21.01.07,인증 배부르게 먹어 15명 구제갑니다
21.01.07,1억으로 마진100배로 100억벌었다 추천수만큼 선착순으로 50씩 쏜다
21.01.07,2억 벌었다고 념글 갔던사람입니다 딱 10명만 도와드릴게요
21.01.07,스텔라 조댔다 다 던져라 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ
21.01.07,90%먹었네요ㅋㅋ 5분한테 10만씩쏨 ㄱㄱ
21.01.07,5만 10명쏜다 ㅇㅇ
21.01.07,스텔라 1400까지 충분히 가는 이유.fact
21.01.06,에이다에 물린새끼들아 존버해라
21.01.06,★ 분석가 이더리움옴. 스텔라루멘 분석해줄게 ★
21.01.06,반나절만에 에이다랑 스텔라로 80퍼 넘게 먹었다
21.01.06,스텔라 수익률 인증한다
21.01.06,개추줘라 구제간다
21.01.06,랜덤 5명 치킨
21.01.06,이렇게 벌어본게 처음이라 벌어도 돈 어디다 써야 될지를 모르겠다
21.01.06,오늘 기분이 많이좋노 선착10명 뽀찌준다
21.01.06,10만원 5명 계좌박고 개추ㄱ
21.01.06,이쯤에서 다시보는 명작....jpg
21.01.06,비트코인 장투충.jpg
21.01.06,비트코인 수익 6472% 달성 인증
21.01.06,지금 코인에 입문한 코린이들을 위한 픽 알려준다.fact
21.01.06,3년 존버했다 개새끼들아 오늘 원금회복 가능하냐??
21.01.06,비트코인 투자한다니까 스타됐다
21.01.06,긴말ㄴ 선착10명
21.01.06,머장 4천간다 . 안간다. 간다
21.01.06,머장 이새끼가 진짜 좆같은게
21.01.06,스탤라로 배부르게 먹엇네요 5명 5장씩 쏠게요
21.01.06,밑에 도미넌스 게이인데 난 분명히 말했다.
21.01.06,꼭봐라 제발. 지금 시드 전부 비트가는 짓 하지말고
21.01.06,2머장에 대한 지지를 철회한다
21.01.06,리플 진짜 씨발 좆됐다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
21.01.06,ㅁㅊ 스텔라 갈것같은데? ㄷㄷㄷㄷㄷㄷ
21.01.06,여긴 전쟁터야 이 씨발...니가 살아남을거란 생각 하지마라
21.01.05,오미세고로 200먹었다 계좌 ㄱㄱ
21.01.05,2017이후로 까먹고 있던 빗썸계좌 호다닥 들어가보았다
21.01.05,뭐 니들이 나한테 해준건 아무것도 없지만
21.01.05,리플차트보니 ㅈ됬다 ㄹㅇ
21.01.05,*침팬치 흉내 잘내는 분께 치킨값 쏩니다*
21.01.05,30명 1치킨씩 구제간다.
21.01.05,???: 이더 비트코인 가즈아~!!!!!!!
21.01.05,실시간 단톡방 분위기 씹창났다..
21.01.05,2만원씩 소소하게 구제한다 긴말안한다
21.01.05,이더리움 답답하네...몇번을 처말하냐
21.01.05,념글 보고 나도 올려본다
21.01.05,+740% 수익률 ㅋㅋㅋ 웃음이 절로난다!!
21.01.05,나눔)많이는 못뿌리고 이클 3개씩 드리려구 해요
21.01.05,9시전 달달하게 10명만 구제갈게요
21.01.05,(인증있음) 비트780만에 사서 5천만원 익절했다 20명 5만 뽀찌줌
21.01.05,이더리움 버티느라 수고했다 떡상한다
21.01.05,새벽이니까 분석해주고 간다.
21.01.05,잃은사람와라 사연적고 계좌남겨 5만원씩 구제
21.01.05,비트코인 무조건 5000찍을수 밖에 없는 이유
21.01.04,소소하게땃지만 만원씩 3명만줄게 !
21.01.04,지금 비트는 차트 무시하는게 맞음 전고기준으로
21.01.04,인증ㅇ) 념글보내 45분까지 10명 5만 보냄
21.01.04,테슬라 100달러때드러가서 수익률1930퍼나옴
21.01.04,념글 보내라
21.01.04,진짜 오래걸렸다.. 이더 매도했습니다..
21.01.04,지금 대장님이 끼부린다
21.01.04,이더리움 떨어지는이유떳다
21.01.04,코인 이틀 해보고 느낀점(장문주의)
21.01.04,라스트 13명 뒤에서
21.01.04,긴말안해 계좌적고 개념박아 30분뒤온다 선착순
21.01.04,마진 시작하려는 애들은 보고가라
21.01.04,코인으로 1억 벌었다 개추하면 구제해준다 ㅋㅋㅋㅋ
21.01.04,1000만원 벌었다 5만원씩 구제간다
21.01.04,선착순이다
21.01.04,대박났다. 구제 해준다. 지금이 기회다.
21.01.04,11억 벌었다
21.01.04,이미 비트코인은 이번 사태로 다 까발려짐 ㅋㅋ
21.01.04,잃은 형들 많아보여서 나눔좀 하려고 해
21.01.04,2일차 뉴비의 생각
21.01.04,안녕형들 2018년도 3월에 이더 산 사람 수익 인증하고 나눔 할게
21.01.04,인증) 7천 익절했다 선착10명 15만 ㅇ
21.01.04,이더 129층에 물려서 한강 가기전 소주 사왔다....
21.01.04,1년만에왔는데 존나올랐네 2만원씩구제함 씨발ㅋㅋ
21.01.04,계좌부르세요
21.01.04,빗갤문학) 리플 64년 후...pdf
21.01.04,비트코인 갤 상황...jpg...
21.01.04,비트 780에 산사람이다 개추 누르고 계좌 달아라 10만씩 쏜다
21.01.04,이더 132층이다 그분이 보인다
21.01.04,수익인증 선착순 20명 계좌 불라라
21.01.04,개추 달고 계좌적어라 구제해준다
21.01.04,이딴거에 손절치면 사람도아니다
21.01.04,(념요청)흑떼목장 픽수준......fact
21.01.04,이더안올라서 소주원샷하고 3일 기절했는데 이게 무슨 일이냐
21.01.04,순이익 2억 돌파기념 코인판 7년차의 각 코인 간단 요약
21.01.04,2018년1월 떡락직전 코인들 시세
21.01.04,학식고래야 폴카닷 200개 사놓고 업빗지웠다
21.01.04,7억 남는돈 있습니다 장난치지말고 봐주세요
21.01.04,야수의심장 매매법이랑 결과 인증한다 5000시드시작
21.01.04,난 불안하면 비트코인 연구를 해
21.01.04,나 어떡하냐... 3900에 물렸는데 ....
21.01.04,분명히 말했다. 공포에 사는게 답이라고.
21.01.03,이더리움을 누가 100만원주고 사냐고!!!!!!!!!!!!
21.01.03,300으로 180억달성. 졸업함
21.01.03,비트코인갤 병신들 특징
21.01.03,1원 구걸 결과
21.01.03,계좌불러라 10만씩 구제해준다
21.01.03,[주의] 이더리움관련 현 금융권 관계자들만 아는 정보 푼다.
21.01.03,코인하면서 느끼는건디 여자들은 무쓸모네
21.01.03,천 만원 투자했습니다.
21.01.03,코인판도 빈익빈 부익부임.txt
21.01.03,코인충 새끼들은 나한테 잘 보여야함
21.01.03,어딜가나 늦게 기어들어와서 지랄하는 병신들은 존재한다 ㅋ
21.01.03,모르고 비트코인 39201000 에?들어갔다
21.01.03,떡락시그널 나왓다 튀어라
21.01.03,빗코 내 평단 위로는 다 아닥해 허접새끼들아
21.01.03,리플 물렸는데 비트 3900 보고 밥상엎었다
21.01.03,익절하고 떠난다 니들 좋아하는 인증이다
21.01.03,1월6일 이전에 현금으로 모두바꿔라
21.01.03,우리 엄마비트코인 숨겨진돈 찾아냈다 시발ㅋㅋㅋ
21.01.03,비트코인 갤러리 실검 입갤 ㅋㅋㅋㅋㅋㅋ
21.01.03,비트코인 8백만원할때 제발 사라고 갤마다 돌아다니면서 글쌌다
21.01.03,40억매수할때 다들 욕하기바빳지.
21.01.03,시아코인으로 코인판 3년만에 졸업함
21.01.03,리플은 웃고 있다
21.01.03,코린이들에게 추천하는 코인 Top3
21.01.03,3년을 코인질한 사람들은 2021년 돈 먹을 자격있다
21.01.03,난 이제 다른사람들이 직업 물어보면 이렇게 대답함
21.01.03,수익률 100퍼 달성
21.01.03,오늘 0시에 3천만원 존나 비싸다고 안산게이들 개추 ㅋㅋ
21.01.03,진짜 질투심에 눈먼 틀딱할배들 ㅈㄴ많네 ㅋㅋ
21.01.03,오늘 15억익절했다. 비트주소 추천박고 남겨둬라
21.01.03,군붕이 평단 690만원 수익률 433%인증해봅니다
21.01.03,줄서라씨발 수익좆댄다 ㅋㅋㅋ
21.01.03,조유리 짤 적당히 올려 씨발려나
21.01.03,왜 애들이 망하는지 알겠다ㅋㅋㅋ
